City,Date,AQI,PM2.5,PM10,NO2,CO,O3,SO2
Delhi,2024-02-03,434,431,412,60.24641082463879,1.7770090520597455,45.85435058486208,17.549210866648185
Delhi,2024-02-04,196,193,178,90.73992339573194,1.785464206103723,158.17635371294853,33.891424076942954
Delhi,2024-02-05,124,145,150,90.86987696743714,1.252215213353221,11.747439807159633,9.566219428971444
Delhi,2024-02-06,148,122,120,35.552887726371914,0.6801913346543474,102.26661318138305,25.17908643438113
Delhi,2024-02-07,494,484,489,74.09612992127823,0.5507732662439201,71.82594265026087,38.592113230311085
Delhi,2024-02-08,433,390,366,74.88459318269163,0.6853155045195395,113.08264380543086,27.8966334577442
Delhi,2024-02-09,424,395,410,63.08837628044895,1.9598964307225173,102.48100906229647,45.774445447334934
Delhi,2024-02-10,76,123,113,55.23733837946729,1.1961173807900825,103.57836182558414,13.785934450912002
Delhi,2024-02-11,366,363,351,61.48037792882648,1.560252627181987,18.284716633342413,49.754772985880344
Delhi,2024-02-12,207,249,264,92.33779511984037,0.8033015304853443,12.936757140484811,46.77433531644764
Delhi,2024-02-13,351,353,353,96.72579793803276,1.720717965387984,65.94528949322128,22.329397787086638
Delhi,2024-02-14,210,226,213,60.11211362125152,1.8786940709054838,142.24566136824487,30.652752654021423
Delhi,2024-02-15,329,310,326,99.10484650938369,0.3661596289493957,108.48263394910998,44.48178823675799
Delhi,2024-02-16,322,304,282,73.22356755883983,0.7830331873175348,65.78245041025374,41.421251996533115
Delhi,2024-02-17,404,403,397,65.03623397791125,0.2550289427604567,10.985123927057487,33.25524867268862
Delhi,2024-02-18,69,83,60,73.17701895319331,1.612006071928592,179.1010149453376,20.209782058319114
Delhi,2024-02-19,141,188,159,49.462671071627824,1.3768496570608788,72.34900682019907,11.976872752748488
Delhi,2024-02-20,239,210,237,87.43641564805077,0.5754775849801417,17.378599541590408,18.646948160295025
Delhi,2024-02-21,493,539,516,79.29941977887498,0.510059952244002,128.34919040561005,8.84063592471956
Delhi,2024-02-22,414,459,480,47.02185145510107,1.4290732004576683,36.28708755938226,10.973544000933641
Delhi,2024-02-23,419,398,386,81.56675752918333,0.614581277397941,93.40456993407086,8.530537160401968
Delhi,2024-02-24,278,317,339,17.27856699554779,0.9137975023862047,140.8149811454196,7.618711797879962
Delhi,2024-02-25,171,121,137,32.52186083481358,1.1435306629416289,145.77322531301184,34.70888195229791
Delhi,2024-02-26,422,372,357,56.502663168391,1.348511524150317,92.7778507487993,37.85176924528184
Delhi,2024-02-27,125,100,85,24.278180287824192,0.32831283083072016,74.9571366761163,9.130957961604885
Delhi,2024-02-28,96,139,154,98.15594757593577,0.43312751278974315,13.260609348032546,39.351399035175994
Delhi,2024-02-29,390,378,383,25.58816829190137,0.9243181335521488,85.71589953550095,32.71325441234974
Delhi,2024-03-01,374,423,426,33.48042610075426,0.12907862655173102,187.35289853510176,27.546794776186665
Delhi,2024-03-02,374,327,312,16.351187266038686,1.3205966285919997,15.037149002908144,31.35990115730585
Delhi,2024-03-03,389,362,343,44.935293358586975,1.3222476150404712,97.06804919338816,29.552755519217072
Delhi,2024-03-04,150,111,83,83.83841593941412,1.3378210665297972,49.27002837658162,17.32825072945102
Delhi,2024-03-05,61,105,120,11.639964308639476,0.27944162543626394,139.7712869491078,8.203489180710305
Delhi,2024-03-06,313,355,350,71.34523020755108,0.747186681982056,59.53196036482159,27.32168544320328
Delhi,2024-03-07,363,387,385,13.526769400808163,0.8940974602595996,193.84030478884702,29.65873474616393
Delhi,2024-03-08,406,428,421,82.61512653405376,1.9819597698012792,88.39735861317104,21.740813860675242
Delhi,2024-03-09,145,118,110,93.76815930432082,1.7309842285017225,91.50886520125349,38.78919805061738
Delhi,2024-03-10,266,314,324,43.995599755866536,1.1152221997080705,104.34662622978476,22.532813879864158
Delhi,2024-03-11,446,454,442,45.02815108607468,0.12059153781256689,182.0225755196601,9.10790045537601
Delhi,2024-03-12,333,360,360,95.55464322438004,1.1895319874342436,130.04907031226185,25.18004848902439
Delhi,2024-03-13,148,109,103,59.833274711122066,0.504183000546035,189.77696314752114,40.15832227120411
Delhi,2024-03-14,88,90,101,97.68233876809691,1.9922693598576253,20.61551938869651,38.166600055595396
Delhi,2024-03-15,270,294,281,97.17867495767214,1.4072570193325742,169.02313610510103,44.00909173898786
Delhi,2024-03-16,279,235,250,73.08722183132079,0.2382497120919677,166.15341126516768,36.780900222042334
Delhi,2024-03-17,54,32,38,30.990526518207503,1.2044802927308864,173.99631917791075,44.61619858872876
Delhi,2024-03-18,194,214,208,63.26998649391559,0.7654146687305957,144.55442716080796,26.67501445838519
Delhi,2024-03-19,413,416,424,48.17998083222786,1.8220733316799984,31.127521638168755,27.168129693088662
Delhi,2024-03-20,190,231,258,76.68764748196014,1.5576702209062863,166.3301668565717,38.48952456244841
Delhi,2024-03-21,436,462,459,96.59552936270877,0.8122541010950377,64.28529639355354,44.086960768525714
Delhi,2024-03-22,471,426,453,11.09390272208347,1.9427697707445142,18.20038327060946,45.1014401164132
Delhi,2024-03-23,423,457,437,92.72041437507934,0.5806813191795581,142.12811339026302,8.394554619039617
Delhi,2024-03-24,96,94,77,36.50445521554869,1.9920796125558042,142.41576061412482,22.289082412064896
Delhi,2024-03-25,490,514,495,96.28321666670615,0.20994140573964404,84.95914173554468,9.804022967114797
Delhi,2024-03-26,422,379,406,26.930904375138518,0.981026969385966,77.13692332495003,31.264525033289242
Delhi,2024-03-27,269,259,264,98.75896700316426,1.4265072566375159,111.85830960538287,18.92874273288475
Delhi,2024-03-28,261,287,284,34.38618782636169,0.35305173792512445,24.478072123841,47.32393222109226
Delhi,2024-03-29,420,438,454,92.72588966520036,0.2572219980670817,176.5656823259006,29.82145426448315
Delhi,2024-03-30,54,36,59,82.94979977036496,1.9758246456983946,38.579209309670354,31.73588219084608
Delhi,2024-03-31,112,150,141,84.6247798635863,1.1812547914149205,22.067247622100254,6.656984043619612
Delhi,2024-04-01,434,404,421,16.782315431721607,1.414257354620933,111.52579225559799,38.74598372614873
Delhi,2024-04-02,308,310,302,79.20886736624594,1.8950548867766133,171.43300422870817,16.130664578443895
Delhi,2024-04-03,127,149,164,32.62981955606186,0.6219904143492266,49.373253311530725,44.51993003656365
Delhi,2024-04-04,337,320,317,34.18052338227766,0.1421510098575731,104.65138546271966,26.429481355505636
Delhi,2024-04-05,308,307,288,83.47471616917561,1.9391501543356637,26.79756243947285,40.63180277613348
Delhi,2024-04-06,450,446,438,77.9623530106257,1.2785881475715828,143.77515593885246,14.583387267900983
Delhi,2024-04-07,471,484,513,98.24164525831401,1.255366914129582,130.96242110823368,29.966702384400154
Delhi,2024-04-08,484,496,499,41.34299203209703,1.0765800294036405,158.8940724208172,22.844425204457156
Delhi,2024-04-09,296,296,282,95.45685612918778,0.3794396137651721,186.05164878068393,27.14523318857922
Delhi,2024-04-10,389,426,400,98.20293177569293,1.0359743785864521,72.46280595462656,33.50303844425266
Delhi,2024-04-11,289,313,333,58.3537075042663,0.9742264020687867,121.1055601303392,23.013522000962663
Delhi,2024-04-12,449,406,379,26.369207595923033,0.75676783831534,180.38979788214226,26.328273811829256
Delhi,2024-04-13,142,123,142,64.17418559868642,0.5253132252220091,166.14022100044534,20.5287182520074
Delhi,2024-04-14,219,229,220,17.983228038135003,0.32920815509114154,97.5479659262179,14.285017328260663
Delhi,2024-04-15,83,81,64,39.70895619791399,0.711007252892055,27.535211383461757,26.651542732533194
Delhi,2024-04-16,263,268,267,24.127991444457436,0.8168433339599378,10.493054632892846,44.07354981660141
Delhi,2024-04-17,57,105,126,28.841439100303926,0.8038969953036257,102.05936718629405,32.82146471886332
Delhi,2024-04-18,127,164,135,77.2723844320381,0.169698085492136,57.963019425363946,37.10073136480486
Delhi,2024-04-19,160,132,147,77.46546088077287,0.15789709019382892,174.7708464041974,20.936600185690644
Delhi,2024-04-20,420,384,378,76.36646854844372,0.44633936910432026,117.15336748357892,42.8319493645069
Delhi,2024-04-21,135,174,187,30.98947703948211,0.7515610421286945,100.05428887180567,20.979693647568716
Delhi,2024-04-22,282,249,265,62.57795362427523,1.4999627032503344,115.9710305305831,31.39409455973416
Delhi,2024-04-23,285,317,328,35.539831521885205,0.7898563631574066,132.72427585300423,30.685023710101035
Delhi,2024-04-24,489,497,511,39.73136331528226,1.8740144651437618,11.431528995474201,15.13997589706377
Delhi,2024-04-25,119,72,71,26.79103216461752,0.6416808205183094,42.940983106003415,45.354444108189135
Delhi,2024-04-26,296,248,268,11.641823328552494,1.424226778496201,199.47855160599494,45.347461833830934
Delhi,2024-04-27,269,293,266,10.477000575784487,1.9526276095957709,103.24226805916905,37.53032434797991
Delhi,2024-04-28,111,117,88,60.10866037125368,1.1860641099928098,63.19602779545399,39.62718199363716
Delhi,2024-04-29,375,350,373,73.98572309530735,0.4790631619428075,149.88696490271275,28.84280104315025
Delhi,2024-04-30,50,89,72,35.97674979162302,1.2043526207029633,39.328915902098444,26.651304583466786
Delhi,2024-05-01,308,290,265,40.294385037452855,0.35538788618405104,22.04124438982587,49.54821045754753
Delhi,2024-05-02,62,51,22,17.908130011839113,0.3637670695398387,10.515070888722637,10.25132288637566
Delhi,2024-05-03,448,421,428,47.06568227325417,0.762849706431691,186.61053740708692,42.377873350447814
Delhi,2024-05-04,285,284,267,93.96442603899592,1.9827660052690421,48.95034391011508,22.06528632337102
Delhi,2024-05-05,50,39,30,14.328517956767893,1.5848775153276884,167.30876856372348,38.772586614439106
Delhi,2024-05-06,365,344,348,24.783921813789362,1.647691968439626,136.387471932278,28.53794411461037
Delhi,2024-05-07,181,219,233,62.9476008215551,1.3976659204925517,95.87023424681746,37.12021046848967
Delhi,2024-05-08,337,337,344,58.58029557231697,0.9336148832378441,119.72239147216388,20.991310331827812
Delhi,2024-05-09,499,526,548,91.58248998680922,1.286052192236585,32.210627734589174,47.29244556260638
Delhi,2024-05-10,440,440,417,72.43458466630045,0.416788443987428,176.93953192095327,27.294063188178455
Delhi,2024-05-11,280,256,261,99.7923354331459,1.5295659280737632,144.3262876362572,40.0357372572838
Delhi,2024-05-12,338,355,346,74.26576740012527,1.038564825548639,153.38070545342214,9.631221383486526
Delhi,2024-05-13,446,426,442,86.18070625610663,0.34222845843076655,85.48458520646977,40.878291460079915
Delhi,2024-05-14,310,288,304,46.80596593769439,1.5665757631366657,12.318583740428458,31.929921554235214
Delhi,2024-05-15,469,454,449,32.66191530162575,0.7568223876574469,44.503566192270874,45.88027526001328
Delhi,2024-05-16,87,42,19,48.12371761784346,0.6470662713038796,126.84054999900434,46.03335839793341
Delhi,2024-05-17,153,164,151,65.0308811891183,0.13440934925959697,175.70354269938878,46.94532271176256
Delhi,2024-05-18,405,422,396,93.02494430595661,1.4437534051954575,38.98241815370966,30.93297620750659
Delhi,2024-05-19,427,385,408,16.958895893990853,0.298069235498438,169.68353007628036,45.980878921507085
Delhi,2024-05-20,306,301,307,98.63570790661011,1.693906364247275,33.685909428620704,46.437884717781756
Delhi,2024-05-21,368,371,395,30.465605878940135,1.2549993482090915,82.06808269325428,38.491234332948
Delhi,2024-05-22,251,252,278,10.416882070414257,0.7336484262131739,85.65205178227923,29.18280213220653
Delhi,2024-05-23,124,111,82,51.91301100869319,1.0135902583692398,184.50639773846723,31.418070086145526
Delhi,2024-05-24,492,492,515,25.874828785560098,1.0468987682050115,89.59583540586411,46.168065548064504
Delhi,2024-05-25,226,204,216,66.90378591275774,0.12487946751783391,136.072100683175,13.011618509138815
Delhi,2024-05-26,133,131,120,47.316171135432135,0.26216436934942333,199.40610785073,27.598775464905916
Delhi,2024-05-27,306,351,333,45.75863039118381,0.9108989201398238,161.95858419411118,20.722414957219986
Delhi,2024-05-28,207,185,203,13.28947010632854,0.9969271957089985,117.31981531989712,7.956888774275857
Delhi,2024-05-29,127,123,142,57.195124239482205,0.9374492191826335,86.14498156631194,30.183814908869806
Delhi,2024-05-30,368,321,291,40.09265301794339,0.24345639122738952,153.11678194201565,17.253583462413474
Delhi,2024-05-31,415,398,427,82.06747943375089,1.9599697276703263,169.5598832967484,44.014719200518556
Delhi,2024-06-01,57,71,97,29.97749457396545,0.5390421135173357,137.65962128375838,5.886974198946387
Delhi,2024-06-02,103,119,139,68.74714970666872,0.5525472839887804,28.89386462427558,15.942748594975434
Delhi,2024-06-03,127,108,133,82.61651340663273,1.9290337052542619,189.43784785968194,11.348683194997111
Delhi,2024-06-04,447,491,515,90.67022366690078,0.12470365467039847,26.246620862348934,14.35488148157123
Delhi,2024-06-05,196,164,169,67.86330072528278,1.437497656763168,183.01856067265774,33.1142571969463
Delhi,2024-06-06,60,11,-17,63.1265448263327,0.6093209175634648,128.58829249133547,23.42352434860582
Delhi,2024-06-07,271,229,232,87.49612179772494,0.5170699976538216,195.16398038778527,40.089144865461385
Delhi,2024-06-08,130,153,152,53.86880784245623,1.7996492310987737,161.9724986299899,24.134607701115506
Delhi,2024-06-09,164,194,177,76.7518249805799,1.4278071210057184,86.48450828342631,14.811039837233892
Delhi,2024-06-10,327,280,275,57.312116407241724,0.4261906431117767,61.738392038680104,5.827580444636003
Delhi,2024-06-11,195,229,240,61.88648279628282,0.6207049193056914,115.29382047800075,34.31391747583389
Delhi,2024-06-12,427,452,444,19.592085711580694,0.36603522345485306,60.09992250057712,16.9924277016897
Delhi,2024-06-13,268,257,260,64.0465174390288,1.3635696816378855,43.320542938455425,46.14853756662319
Delhi,2024-06-14,459,493,490,79.38202393578435,0.9018685131463059,77.2355615466374,48.13822297909493
Delhi,2024-06-15,242,242,264,64.28368985197494,0.5661633083945098,83.96616666797554,17.991218154681494
Delhi,2024-06-16,213,221,229,64.93642003071619,1.9036829144097547,85.36338087989031,47.93391214428349
Delhi,2024-06-17,455,473,498,29.34463407316811,0.15924795661644087,59.830168416966764,31.77850688151147
Delhi,2024-06-18,386,397,425,63.71585640252003,0.7350633925522255,156.47331871170616,9.796921391019731
Delhi,2024-06-19,250,239,225,47.151419554607706,1.439358544409011,123.67435107094937,25.6856680742509
Delhi,2024-06-20,340,292,311,81.94742910720814,1.4199232946234108,61.70757607369291,31.56038000910892
Delhi,2024-06-21,324,317,345,92.55822179160185,0.35995539874602667,190.54509722595247,25.070259783108007
Delhi,2024-06-22,352,313,298,88.56512522887675,1.4912272841781662,163.24661809367544,34.64525150198228
Delhi,2024-06-23,423,452,427,98.25191201619893,1.8163912440084473,132.86633463226104,36.192884515561616
Delhi,2024-06-24,414,389,405,13.974889393909017,1.217701138242869,199.87716491750862,30.011296164673084
Delhi,2024-06-25,135,91,74,20.847032090781802,1.4889449757707351,46.59381527926978,10.187690956127796
Delhi,2024-06-26,364,400,398,52.67927949917174,1.7378810368796955,170.46438572166338,19.359521295946504
Delhi,2024-06-27,152,118,101,63.66428906338477,0.5370167908466358,32.90770829768297,8.462894073314413
Delhi,2024-06-28,342,334,343,49.69289455733455,0.8685223543955164,118.76127429235848,41.17896407304039
Delhi,2024-06-29,53,95,86,38.68772526388629,1.2891936152303174,178.33577216487555,32.713843468203706
Delhi,2024-06-30,431,446,470,51.57485655180288,1.9816484953493765,10.04512947941807,13.346280930952512
Delhi,2024-07-01,323,304,305,81.89049121962988,1.9960748100133412,76.63524493582493,39.52347300190071
Delhi,2024-07-02,367,373,358,88.63094027677049,1.9697585914786608,155.97194863425847,23.79950519753002
Delhi,2024-07-03,408,441,415,75.90446264661806,0.10635808788166053,98.789045642154,18.3651294404697
Delhi,2024-07-04,373,340,346,13.78838706727257,0.13396047599348623,197.667254049846,24.249791018113804
Delhi,2024-07-05,354,391,364,29.642849907855776,1.9049262495054282,159.4055527389549,9.023495104051678
Delhi,2024-07-06,247,235,260,89.57790803183526,1.2415170482401763,181.7075537633014,49.51332094160115
Delhi,2024-07-07,248,249,222,30.850453124509905,1.8911903708567388,133.43286330855,32.34815576954866
Delhi,2024-07-08,415,438,450,25.887522880495744,0.5189237972333332,45.42326980740836,40.081301310503896
Delhi,2024-07-09,311,265,239,66.68001306965378,0.5110156437694516,108.46946966851452,31.877333259365347
Delhi,2024-07-10,290,300,328,45.661781701239285,1.5406531038377735,142.24391743022053,11.925315785293478
Delhi,2024-07-11,209,257,264,66.06436446416069,1.5209560477752342,16.624380444426734,45.271464855252795
Delhi,2024-07-12,406,453,433,88.97147763673424,0.6046400809185415,34.60783504373279,44.99366359410397
Delhi,2024-07-13,458,505,486,13.188013157669056,0.7251975942027549,187.00200278060808,38.084569453555375
Delhi,2024-07-14,275,312,341,43.54196653110826,0.5935321891446198,147.44982160083114,27.314408078544687
Delhi,2024-07-15,86,95,112,71.49328872936363,0.24464863303157036,171.72931366926605,27.281593715628844
Delhi,2024-07-16,273,284,282,91.58623475001221,1.185505989647191,135.80128192024728,29.470050859882967
Delhi,2024-07-17,286,268,243,56.91342809623734,1.7495055276979392,56.60425112851357,12.08032968661367
Delhi,2024-07-18,353,343,325,85.33119955273048,1.425195777171639,139.22674663445707,32.837512019683295
Delhi,2024-07-19,471,480,456,89.34734194933151,1.9264990475513242,98.43930166629688,44.55821661026592
Delhi,2024-07-20,475,434,435,40.16069688332277,1.512665686954055,40.54438024917856,41.8085160853578
Delhi,2024-07-21,255,281,279,33.28194976281172,0.4669524427158568,25.978662648917084,19.689510942648184
Delhi,2024-07-22,282,248,257,33.38232229577439,1.3046108358892616,112.59722214601254,40.093042781801465
Delhi,2024-07-23,375,407,406,11.658494686439573,0.9212574893957733,169.62308552083158,22.646804515033846
Delhi,2024-07-24,384,427,433,19.225875519161132,1.8807341257492571,140.69828723715455,8.052667659732736
Delhi,2024-07-25,268,281,267,79.3885863278922,1.4462868087449958,99.97903880266682,7.606420725145924
Delhi,2024-07-26,169,200,219,99.11335354755823,1.3844992886548335,94.73207833196108,34.14081395308584
Delhi,2024-07-27,485,510,486,15.906353011661166,1.660874600074138,80.64837055535767,41.845353951069214
Delhi,2024-07-28,107,143,138,24.304445494908087,0.9902248918603102,189.4176906419877,9.598712886217355
Delhi,2024-07-29,88,52,76,84.3328689219907,0.6669114188809859,169.58996128776965,39.777025100756205
Delhi,2024-07-30,133,104,84,34.59335742983884,1.9066407682757798,38.70099943837104,24.455066046917086
Delhi,2024-07-31,70,66,51,87.16240828832488,1.9325888973133962,154.41787490323847,24.903444307140962
Delhi,2024-08-01,306,313,342,75.19804053527052,1.5170903228588322,48.0682372742554,44.06552660707389
Delhi,2024-08-02,329,290,277,87.79224248556733,0.9990988227139586,193.95675130379712,13.348648206640451
Delhi,2024-08-03,194,236,258,23.829223434500143,0.962017905750037,110.76733480836866,5.803785161524372
Delhi,2024-08-04,398,411,424,12.927356154212672,1.8496109108498051,127.16355975894022,40.84417809392794
Delhi,2024-08-05,202,245,228,63.849453861018425,1.2538822516990753,57.03259156464128,30.12857026624391
Delhi,2024-08-06,481,490,481,62.37742617229589,0.6110874684266855,161.53622912106576,18.966288151560818
Delhi,2024-08-07,254,284,261,51.81387369722292,1.392867590082718,85.15356593719405,48.86149333418104
Delhi,2024-08-08,215,196,176,72.54836975138883,1.7342325546594888,158.17168788973646,6.782847140676072
Delhi,2024-08-09,263,263,256,23.13298666316309,0.2953055685360648,118.47185535039122,5.8265436623243
Delhi,2024-08-10,359,394,391,73.22184734896936,1.1633324986251368,11.856461009644896,19.690758870979636
Delhi,2024-08-11,51,97,99,89.428013723764,0.25676621543680045,166.65766891039843,21.101060791772213
Delhi,2024-08-12,152,167,174,61.07867634354023,1.409983441360805,162.11147283072575,14.006760991016455
Delhi,2024-08-13,424,417,435,95.63949769197943,0.33601793678331277,180.28204751015727,31.764948681962125
Delhi,2024-08-14,122,166,167,36.89522977035824,1.8768834490689734,189.99658789989735,33.13870970962765
Delhi,2024-08-15,133,144,160,83.3342602371861,0.2522182081308828,180.01516465150024,29.64165692691813
Delhi,2024-08-16,363,334,329,53.281344830408635,0.17743280157569824,41.15990138800447,24.737324742029227
Delhi,2024-08-17,61,97,78,24.359021210186953,1.7563887765251833,51.65065759802842,48.91393651186091
Delhi,2024-08-18,405,399,376,88.4649501075809,0.9239451345171388,18.295714964398627,12.275264486606119
Delhi,2024-08-19,451,483,474,39.9083162819598,1.1307094078667983,103.72260088892192,8.668692029859201
Delhi,2024-08-20,292,276,274,47.65598098008874,0.4867987326502611,169.68595719261737,12.838700146021413
Delhi,2024-08-21,262,242,269,76.84358690799829,0.9084373354513431,75.72764858392296,21.696744334307123
Delhi,2024-08-22,69,78,71,58.89704710269596,1.0765921488365775,121.73109183711504,6.3227500590428285
Delhi,2024-08-23,403,452,423,63.79512087302779,1.6066165797507,134.45177437810062,49.64599923533026
Delhi,2024-08-24,235,196,168,66.06699252071346,1.299964418175789,149.29147425890338,10.920545830726692
Delhi,2024-08-25,57,106,123,64.16698452958076,1.3018270131299816,80.84124106589755,28.067684234261232
Delhi,2024-08-26,342,360,367,54.30500708032313,0.5697390413660364,175.44248124177716,25.038736475119947
Delhi,2024-08-27,280,318,307,63.36557662914347,0.4106953579115432,84.30549196383454,48.62355450508794
Delhi,2024-08-28,115,99,105,10.812736371659522,1.2179840033471503,123.75565621902044,22.84968993546029
Delhi,2024-08-29,456,452,452,31.244541701181756,0.23964381992702405,42.25400196663274,28.389827685020794
Delhi,2024-08-30,315,340,339,23.11809114202765,0.9539242869061015,121.69803051097352,47.68625096831452
Delhi,2024-08-31,362,375,398,25.08572946594859,0.16967571117373165,149.9163828624717,34.87120374298123
Delhi,2024-09-01,214,212,230,73.48470347009832,0.9481004283739125,174.2010737580921,30.11631123172383
Delhi,2024-09-02,300,310,299,34.277465036529065,0.20846502656969823,110.92221032019609,47.14725615327327
Delhi,2024-09-03,334,284,308,30.223105927541198,0.4420198311981747,26.825561002415863,9.648903070580705
Delhi,2024-09-04,228,255,236,23.350888086587997,1.9745972336218092,193.37255232284866,5.222299142048433
Delhi,2024-09-05,266,265,263,88.112646506802,0.9640057257043322,107.96324543005754,26.99809611156141
Delhi,2024-09-06,477,464,453,21.316736062598395,0.35215784225662705,37.27304878748464,47.291890636707876
Delhi,2024-09-07,429,386,405,26.95141753890413,1.488576002254665,39.67113051051305,15.55525820006729
Delhi,2024-09-08,135,131,134,69.5469115334032,1.9593994460610078,81.1163857565606,5.788219588792801
Delhi,2024-09-09,194,169,146,87.8147952359533,1.5601867925952033,31.490865624548874,40.79796672633814
Delhi,2024-09-10,338,288,276,94.67878207042584,1.6709938790525671,136.72458822827238,30.973335652028666
Delhi,2024-09-11,495,536,507,99.94723531935999,0.19160287383505645,195.66309500205028,23.310858232529178
Delhi,2024-09-12,225,187,165,18.14335257583457,0.6485026315082123,30.73083003549245,34.27302415062721
Delhi,2024-09-13,151,104,111,49.43551117707889,1.8126137342180442,176.79932021785223,19.273807254442936
Delhi,2024-09-14,414,438,408,20.81881498335476,1.1345292861256142,11.094145494643099,19.606362345512164
Delhi,2024-09-15,125,145,129,72.5920486020876,0.8382603924136568,95.25178829828083,15.689485889344736
Delhi,2024-09-16,340,333,340,16.587633139159927,1.246552327424618,136.96043172545308,32.87706557043265
Delhi,2024-09-17,479,437,409,58.812729848176446,1.9078092633653831,170.9617986607891,46.14064321781615
Delhi,2024-09-18,270,245,239,44.21760569072713,0.8577632837041108,120.23275015319314,29.01211460270953
Delhi,2024-09-19,320,312,329,59.447281458740804,1.519063860658063,145.94327234886214,28.455535961840045
Delhi,2024-09-20,70,42,54,10.68065874803279,1.3302019568937458,180.62580430049752,15.956703345933468
Delhi,2024-09-21,252,252,236,27.74387139155896,1.0104481359428399,46.966081405207184,12.484922348441398
Delhi,2024-09-22,422,423,438,37.65609684336579,1.6257492058820606,112.44064256829836,19.008846462020166
Delhi,2024-09-23,469,448,435,45.99146861237406,1.9557779534589,166.40306296317544,28.511646823225323
Delhi,2024-09-24,312,356,369,26.329451292606425,1.0978104289674142,144.71878972726222,9.809461539263474
Delhi,2024-09-25,475,485,496,92.59772402542396,0.9066021078730875,26.53740289165514,41.70868895769264
Delhi,2024-09-26,221,215,226,20.107390997009723,0.10490962820546654,131.21718910072656,28.18288266501792
Delhi,2024-09-27,269,227,222,29.0840355917404,1.2608638788168842,88.0954092632739,42.79375862900242
Delhi,2024-09-28,121,94,79,60.09733521430455,0.5857254958376173,67.39149534861106,37.93811304135355
Delhi,2024-09-29,149,158,166,70.07949093623233,0.2815170962858695,128.5332716885489,25.32954554317531
Delhi,2024-09-30,291,309,325,31.171202632178634,1.7515932868369999,99.8494734703046,29.09111458291974
